Width	Heigh	Diameter	Season	Manufacturer
8	5	13	2	149
90	36	7	4	30
78	21	8	1	190
2	4	4	2	180
142	16	3	3	89
110	9	18	4	154
116	19	14	4	39
111	13	9	4	171
65	15	9	4	106
140	26	25	4	41
25	10	27	1	193
88	3	38	1	52
9	27	32	2	204
80	38	10	4	61
136	26	7	2	132
37	37	22	2	66
140	30	21	3	56
122	3	10	2	17
134	4	24	2	204
81	10	29	4	130
24	7	37	1	19
54	30	40	2	88
136	18	36	3	123
60	33	8	2	119
108	9	11	3	37
100	7	8	1	151
145	26	18	3	143
117	15	7	1	95
143	37	17	4	37
75	30	30	1	149
90	27	19	2	182
119	12	21	2	171
65	4	5	3	1
76	6	35	3	88
69	37	40	3	22
72	25	39	1	154
38	20	17	4	58
123	26	25	3	82
100	22	32	2	201
55	1	34	2	189
19	7	15	4	23
12	18	24	2	19
136	10	5	4	206
115	8	40	2	19
77	28	18	1	193
114	32	30	2	29
61	35	4	1	180
111	15	6	3	53
102	4	34	2	72
144	1	16	2	79
99	17	37	2	139
27	2	17	2	151
111	13	16	3	89
54	9	39	4	64
105	21	36	1	16
122	11	5	1	145
25	37	36	3	20
12	37	28	2	51
23	26	2	2	179
40	21	5	3	59
123	6	9	1	79
3	4	3	2	142
24	8	38	4	164
64	17	38	3	161
21	7	31	3	95
147	38	23	1	81
150	32	26	2	4
110	26	31	3	2
60	36	25	3	15
143	19	25	4	149
65	10	9	3	123
97	36	5	3	118
57	11	30	4	185
1	5	19	1	192
58	20	22	1	29
109	13	32	4	175
77	2	17	4	101
9	16	1	4	85
119	35	22	2	156
74	37	32	3	137
10	16	31	2	137
125	29	40	4	156
124	23	16	4	149
151	26	32	2	28
85	3	7	3	175
81	31	20	1	54
26	37	2	3	9
88	22	6	2	54
67	17	9	4	67
45	14	24	1	7
58	19	12	4	163
40	17	8	2	178
82	27	2	4	57
150	1	37	4	87
92	13	38	1	187
119	1	8	1	10
80	22	39	4	44
67	32	20	4	174
119	38	10	4	204
104	36	9	4	114
17	11	7	2	42
6	27	17	4	110
114	16	19	4	47
38	12	18	1	103
146	8	14	2	21
36	20	1	1	101
81	27	35	2	135
114	20	27	4	49
81	11	38	3	168
75	17	19	3	170
140	27	21	4	103
9	17	1	2	68
16	6	35	3	95
30	19	9	3	201
85	18	27	2	88
10	9	32	4	141
112	2	13	4	146
5	14	32	2	15
120	25	13	4	155
77	3	34	3	199
86	10	1	2	11
27	34	37	2	202
32	33	9	1	140
42	11	8	1	198
8	28	13	2	20
46	14	24	3	147
47	4	36	1	125
46	28	23	3	116
85	1	28	2	130
77	10	10	4	126
53	20	2	3	62
146	8	8	1	201
97	29	14	2	179
34	23	35	4	121
40	5	40	2	47
70	17	5	1	104
74	1	27	2	206
28	23	10	4	104
90	37	33	4	157
46	8	33	3	1
55	38	24	2	54
87	27	20	1	33
92	30	40	4	84
141	34	36	1	198
107	26	34	1	204
25	25	7	3	188
132	29	38	3	6
149	15	2	4	6
6	7	37	4	47
11	9	24	4	119
26	7	19	3	86
9	25	17	3	151
23	16	37	2	149
60	26	12	4	159
111	8	38	3	170
103	27	33	2	91
25	11	4	1	55
31	21	8	2	70
98	6	9	4	3
71	32	28	1	182
123	16	34	1	189
126	10	19	4	85
99	31	1	3	30
66	23	28	3	50
110	34	39	2	76
133	3	25	3	141
70	24	28	1	179
46	26	14	2	76
148	22	17	4	188
86	11	17	2	151
89	10	11	2	166
103	33	14	1	7
33	16	27	1	23
93	9	13	4	55
134	14	13	1	156
40	37	25	2	105
150	20	2	4	136
133	33	38	4	63
98	20	10	3	199
37	11	7	4	9
21	9	5	1	156
59	2	24	3	101
142	14	34	2	68
72	37	15	3	37
144	35	13	3	98
27	22	12	2	42
127	26	20	2	119
3	15	3	3	201
45	35	1	1	185
63	38	36	3	7
87	21	28	2	132
107	27	12	1	196
1	27	4	4	92
79	17	18	3	4
44	17	12	4	188
102	38	30	4	207
122	24	39	3	189
2	23	6	4	118
104	5	35	1	83
66	5	30	2	182
136	4	14	3	18
81	35	28	1	204
91	16	20	2	203
23	15	20	1	12
145	12	31	3	137
126	5	37	2	177
29	8	12	4	173
53	13	34	2	117
97	14	39	1	127
113	13	1	3	189
46	14	37	1	85
53	13	38	1	124
36	7	34	3	107
120	23	12	4	117
11	27	1	1	161
89	21	34	2	38
68	4	11	3	136
59	24	37	1	9
3	35	21	3	12
37	9	19	3	91
11	4	33	2	88
132	12	14	2	151
67	18	23	4	123
46	34	15	2	105
98	25	37	2	95
80	28	20	4	62
12	9	5	1	166
27	30	27	3	32
98	34	40	3	186
97	19	39	3	11
118	35	15	1	23
95	16	28	4	167
151	37	3	3	173
92	13	4	2	25
91	36	32	1	152
8	11	6	2	185
14	7	9	1	33
72	9	12	2	157
139	19	35	1	194
8	33	8	3	206
8	25	15	3	43
34	13	4	4	113
99	8	9	2	128
70	14	30	4	54
86	15	24	3	163
17	14	38	4	135
139	11	19	4	12
23	29	17	1	110
29	23	7	4	102
6	29	20	4	14
104	7	28	2	162
74	25	18	2	106
88	37	23	2	197
124	19	2	3	6
62	13	30	4	24
124	30	15	4	61
42	33	31	4	41
60	27	18	1	196
40	5	11	4	22
113	29	41	1	79
20	13	16	1	126
124	26	23	4	187
38	20	7	4	71
152	19	18	4	193
111	9	15	1	85
13	22	40	4	176
110	9	18	2	35
83	33	36	4	51
23	20	33	1	183
95	32	24	2	150
87	35	25	1	74
39	8	11	4	132
49	9	41	1	149
44	14	39	4	193
32	6	23	3	182
53	31	21	1	199
49	36	34	2	177
146	38	30	3	104
8	22	3	1	109
130	27	14	3	190
128	17	12	1	69
81	36	30	2	27
141	31	31	3	174
86	11	11	4	2
83	22	2	3	196
8	36	3	4	179
98	7	28	3	143
18	22	3	2	30
67	11	22	1	204
99	13	18	1	170
78	24	40	4	41
63	21	3	4	104
106	29	11	2	39
118	2	13	2	197
26	33	1	3	54
75	29	11	2	9
85	15	7	4	12
50	34	29	1	192
22	3	13	1	138
148	26	1	1	189
125	34	4	1	28
29	16	9	2	119
86	15	10	4	60
121	21	31	4	28
151	8	35	2	77
121	30	26	2	196
78	28	4	1	112
47	38	20	4	93
78	17	28	3	6
152	35	34	3	182
70	27	17	1	67
102	14	34	3	40
79	16	4	1	82
108	20	37	2	197
136	4	22	1	125
49	22	18	2	166
112	35	5	3	122
120	24	35	4	185
22	27	13	3	88
15	21	3	3	167
13	24	3	1	16
41	6	20	2	137
121	9	40	1	53
124	23	40	2	63
80	34	28	4	5
87	6	13	4	192
57	9	14	2	56
132	8	36	3	205
75	3	12	3	15
12	32	6	3	31
56	20	20	4	105
84	3	6	1	152
49	4	11	1	53
104	26	23	3	204
149	26	25	1	13
12	1	23	4	81
83	7	41	4	114
37	31	14	3	61
6	7	7	3	168
140	35	3	1	107
2	35	39	3	131
150	28	39	3	131
47	7	27	3	166
22	1	30	2	29
104	13	13	3	1
35	31	20	3	80
7	27	41	2	55
29	20	11	1	128
144	20	38	2	34
148	15	8	1	196
52	8	38	1	129
120	25	34	1	14
130	1	17	3	179
21	14	35	2	51
105	2	3	2	125
98	15	17	2	109
104	9	37	3	80
94	17	24	3	134
60	32	41	4	121
36	22	25	1	94
21	29	40	2	181
42	34	2	3	83
31	36	32	4	180
134	7	34	2	83
87	25	8	3	82
37	21	12	1	175
9	23	36	1	17
57	7	3	2	27
12	2	30	4	92
60	21	32	2	162
123	37	25	3	204
108	9	21	4	177
61	19	7	3	179
147	13	11	1	98
90	32	41	4	40
26	23	11	3	125
46	34	1	2	93
126	26	5	2	16
149	18	11	2	47
134	6	24	2	29
62	21	5	1	201
52	33	39	4	167
40	27	37	3	129
62	21	9	2	160
127	12	39	3	105
50	33	21	1	74
145	38	2	2	102
86	33	32	2	206
126	33	8	2	113
24	35	15	4	171
81	25	36	2	92
30	3	28	3	53
118	19	33	2	123
93	7	19	1	57
126	15	21	1	30
150	14	39	2	165
110	29	11	4	192
107	18	30	3	186
52	15	22	1	97
110	30	3	1	32
41	6	21	1	67
74	38	10	3	35
36	37	17	1	88
96	37	14	1	78
14	21	24	3	203
151	16	34	1	45
148	30	31	2	186
47	32	29	3	32
64	27	25	3	203
58	18	9	2	186
26	25	6	1	148
19	5	39	4	62
121	27	27	4	64
20	16	20	1	61
82	36	32	2	140
67	7	17	4	120
79	12	22	4	59
69	31	9	2	159
143	38	14	1	33
131	1	38	1	108
119	19	23	3	160
3	23	36	2	63
143	31	24	1	47
66	31	40	2	18
79	31	17	1	110
105	2	36	3	153
66	7	23	2	132
67	32	25	4	134
116	6	14	2	7
11	32	37	1	194
61	21	29	1	111
33	19	12	2	44
102	27	41	3	116
92	28	26	2	69
75	37	41	3	62
135	37	16	3	169
1	9	7	4	81
75	32	37	3	135
23	14	33	2	3
26	3	11	1	172
80	28	34	2	181
80	21	3	4	133
100	27	30	3	191
101	6	23	3	162
52	17	23	3	88
79	25	5	2	6
129	22	35	2	19
125	19	32	4	79
111	18	12	3	111
21	20	33	4	55
134	17	30	3	3
47	29	38	1	159
93	14	40	4	85
28	33	36	4	167
146	7	31	1	30
98	18	41	2	187
33	29	36	2	199
14	24	25	3	87
152	12	14	3	118
91	28	6	2	149
1	24	22	1	45
146	2	4	2	163
90	17	36	1	121
124	17	8	2	22
110	34	22	1	77
78	22	29	4	182
30	20	28	2	187
46	8	11	2	182
90	31	14	1	53
44	12	2	4	99
74	20	2	1	20
104	13	13	3	38
103	3	40	1	104
3	16	36	4	1
7	3	37	3	60
147	4	26	1	75
10	34	24	4	118
43	24	30	4	19
142	9	3	1	3
1	14	5	3	182
151	23	41	1	97
3	38	40	3	129
92	20	4	4	70
43	11	13	2	140
61	22	17	2	128
25	8	25	3	44
82	2	21	3	115
61	16	32	4	89
89	6	5	1	47
152	37	41	3	43
61	1	3	3	24
106	37	20	4	168
141	36	29	2	115
124	14	25	4	8
141	30	2	1	173
100	17	31	4	143
29	20	10	3	20
37	36	22	1	162
90	16	13	1	136
64	29	14	2	105
97	35	23	1	189
19	4	41	4	120
26	6	19	2	30
68	2	36	1	41
111	36	23	1	204
132	9	37	2	181
96	35	31	1	204
134	17	6	3	182
110	6	10	1	16
141	1	27	2	202
13	31	6	1	2
100	31	20	1	185
123	30	25	3	93
95	17	9	3	134
31	25	4	3	49
119	32	12	4	182
42	2	25	2	159
71	31	17	3	46
139	33	16	4	134
47	4	26	4	72
7	28	13	3	124
135	34	25	1	168
151	12	41	4	169
83	17	12	1	150
85	1	29	2	74
95	24	28	1	157
12	1	10	1	145
128	10	25	2	139
70	12	3	1	192
29	25	11	3	135
135	29	21	4	132
117	28	22	3	65
112	5	11	2	137
56	30	40	1	143
115	33	28	1	119
66	25	41	2	105
110	34	28	4	148
72	8	10	2	199
86	23	20	4	78
6	19	21	1	25
28	19	31	2	58
42	11	32	2	122
143	21	37	2	18
50	36	35	2	41
81	38	18	3	158
16	27	5	3	10
102	21	32	1	37
57	18	12	4	50
89	33	9	1	17
53	25	38	2	138
114	19	34	2	145
22	12	26	2	99
77	18	4	3	59
94	36	34	1	1
128	20	1	2	154
123	22	31	2	38
113	20	13	2	184
24	13	3	1	110
115	37	40	1	74
136	14	25	1	155
119	30	15	3	31
12	37	27	4	76
51	24	22	4	61
72	19	2	2	17
91	34	13	1	159
75	34	12	1	134
138	15	16	1	143
136	21	37	1	200
2	13	7	4	202
2	38	12	1	9
139	14	33	3	148
62	2	40	1	168
87	13	30	2	75
107	7	34	3	144
96	27	8	4	137
103	34	21	3	127
79	1	19	3	120
84	8	9	2	170
131	13	36	4	76
110	38	27	4	113
79	2	14	4	198
80	37	27	1	52
5	14	35	3	1
142	20	25	2	136
152	2	29	1	126
140	37	5	2	162
99	33	24	3	44
27	22	29	2	12
70	3	16	2	113
44	6	14	3	29
124	17	36	4	30
25	22	32	1	181
121	26	27	1	40
76	34	41	2	154
45	14	3	2	161
97	27	9	4	172
38	16	38	4	88
71	14	17	3	5
45	30	4	3	144
1	38	17	3	72
91	13	33	2	207
61	35	10	2	206
99	27	9	3	28
100	34	2	2	168
22	14	12	1	134
28	32	18	2	14
144	24	34	3	203
128	15	28	3	165
133	17	28	1	65
79	19	38	3	96
88	31	6	1	11
1	25	9	1	102
135	15	36	1	133
44	12	15	1	165
105	25	16	4	205
43	35	19	1	142
122	30	34	2	188
24	25	27	4	127
113	34	29	2	120
87	3	14	1	13
27	1	20	4	108
139	36	7	3	102
30	28	20	4	59
27	3	11	2	141
34	23	15	3	38
152	11	35	4	96
80	15	15	4	97
99	9	10	1	19
40	24	12	2	207
71	13	29	1	192
105	18	34	3	183
123	28	16	3	72
141	13	41	2	14
84	3	11	3	109
92	16	14	3	38
5	31	23	4	168
147	9	11	3	69
58	16	18	1	108
1	32	15	1	59
127	3	39	3	141
7	27	30	1	14
63	8	6	1	187
121	35	6	3	109
45	19	5	1	203
143	13	37	1	48
65	4	6	1	28
88	7	15	1	166
37	34	6	3	46
74	20	28	2	85
30	30	17	1	102
62	4	5	3	5
19	25	10	1	195
103	21	26	3	23
91	27	33	4	48
44	36	22	4	27
107	23	7	1	2
42	5	25	3	90
98	31	41	4	61
23	13	24	3	137
65	38	29	2	142
106	19	27	2	177
112	16	12	2	191
68	28	31	2	124
151	18	12	2	179
97	19	26	1	119
116	11	35	2	69
20	12	30	4	199
11	18	17	2	122
136	14	23	2	183
144	38	40	3	173
100	30	23	2	190
140	1	39	3	196
14	4	26	2	90
85	36	35	3	199
56	2	39	2	13
12	15	11	2	154
65	29	30	2	58
34	6	16	3	200
97	4	35	3	150
70	5	38	2	27
107	12	10	2	79
117	38	15	4	1
109	1	41	4	189
112	37	27	1	126
16	7	40	4	126
142	28	11	3	45
56	31	20	1	183
21	17	4	2	147
6	3	8	1	62
128	14	28	2	33
85	11	3	4	110
138	24	38	3	107
90	10	30	4	14
6	21	31	3	177
70	28	19	2	8
81	20	41	1	136
19	37	35	3	135
120	13	14	4	83
114	22	16	3	165
65	11	2	4	6
114	26	12	3	81
104	30	7	2	154
12	3	20	2	38
15	13	24	1	107
136	25	5	2	81
126	5	41	2	57
16	22	23	2	4
109	12	37	3	109
138	17	1	4	173
92	30	4	3	37
152	4	23	4	20
80	34	15	2	45
31	33	17	3	30
117	12	29	3	23
110	4	26	4	94
58	13	39	1	153
27	9	3	4	65
85	32	11	4	58
137	13	18	3	183
95	32	32	3	107
115	31	11	3	198
126	30	25	3	149
116	13	12	2	86
141	20	8	4	31
123	23	41	1	17
19	4	3	4	112
69	17	14	2	107
55	13	11	3	107
17	38	29	3	132
26	13	14	2	70
110	15	1	3	194
102	15	3	4	174
58	27	20	3	50
31	18	28	1	201
106	8	30	4	49
17	23	24	3	200
96	2	33	4	56
21	1	10	3	160
54	19	6	3	159
32	4	8	4	17
18	19	36	3	80
56	24	4	2	89
44	5	10	2	26
70	26	29	4	44
68	7	23	3	189
132	32	37	4	137
21	7	12	4	204
126	35	25	3	33
41	24	31	4	95
47	6	9	3	18
127	26	23	3	84
70	15	12	1	19
21	12	9	1	149
57	20	12	3	176
103	23	15	4	114
38	26	6	1	132
87	38	35	2	14
149	17	14	4	135
139	27	30	2	71
11	4	21	1	18
144	31	32	3	166
141	36	26	1	191
95	17	9	2	151
130	8	1	4	167
127	24	27	2	162
108	11	39	4	97
148	7	27	4	117
140	16	7	4	24
129	30	2	3	102
65	7	34	4	22
86	3	38	1	53
148	26	3	1	59
134	34	30	2	202
51	31	15	3	132
57	31	19	2	23
141	26	14	4	181
18	25	9	1	203
33	17	25	2	20
49	2	26	1	168
102	2	26	2	138
91	11	18	3	67
98	35	12	3	93
20	15	19	3	149
150	36	15	2	88
129	34	8	4	195
121	15	32	1	43
7	16	15	3	61
128	22	10	1	119
146	3	27	4	100
44	2	3	3	1
133	19	17	3	166
31	38	24	2	74
121	16	25	4	82
146	6	10	4	15
43	7	30	1	68
65	24	25	2	150
100	24	41	4	17
56	24	15	2	186
65	19	30	4	31
70	28	26	2	202
102	23	9	3	44
31	7	9	2	55
139	14	26	2	8
89	8	25	3	186
121	38	32	1	10
93	2	10	3	90
110	22	18	3	69
88	5	12	2	31
45	20	35	1	165
86	2	31	4	120
2	29	34	1	38
103	32	4	4	195
64	34	22	3	43
136	5	20	4	8
150	5	31	4	19
8	15	34	4	2
16	23	12	1	173
55	15	35	3	145
133	24	38	2	199
76	33	39	1	175
116	37	3	1	89
55	37	6	3	94
87	18	7	2	36
7	36	25	1	197
104	29	24	4	177
84	2	22	3	101
113	8	41	3	44
134	25	27	3	71
44	19	24	4	126
132	17	29	4	20
87	38	35	3	134
75	14	34	2	4
79	20	17	4	179
37	4	26	1	158
114	10	38	3	79
110	15	18	4	144
39	1	30	3	197
73	20	32	3	130
49	4	1	2	11
49	37	13	3	111
127	4	37	1	76
69	23	38	4	150
36	35	39	3	78
41	11	38	1	180
143	28	15	4	91
101	12	37	2	195
23	2	12	1	170
64	11	1	4	206
75	6	5	1	130
138	7	28	4	204
72	32	32	3	142
143	26	16	3	32
65	9	8	1	48
94	37	33	2	136
126	25	14	3	140
47	22	4	2	140
138	32	4	1	44
116	17	35	1	204
33	24	12	2	114
78	36	20	4	90
143	30	36	4	117
34	33	41	2	178
151	12	7	1	197
106	21	30	4	59
101	13	8	1	115
15	15	30	4	127
6	36	5	1	79
20	4	34	1	101
44	23	21	3	184
37	16	1	2	35
118	12	30	1	135
135	2	3	1	23
43	19	1	2	46
45	6	36	4	31
6	6	15	2	123
16	36	35	2	31
151	37	17	1	26
61	35	35	2	151
99	15	31	2	46
129	14	1	3	203
49	22	17	4	148
60	33	27	3	184
37	6	38	3	188
79	3	13	2	50
112	34	1	3	43
4	3	5	2	108
114	27	26	1	135
105	17	30	1	89
124	6	37	2	11
10	13	6	4	44
113	16	17	3	110
65	14	16	2	178
107	35	2	3	62
77	1	41	1	181
51	12	17	3	146
78	15	1	2	66
47	30	1	4	130
133	19	7	4	71
73	4	18	4	118
21	19	1	4	183
146	23	4	2	203
106	17	17	1	114
131	29	5	1	80
1	8	19	1	78
118	2	4	1	94
23	19	3	2	193
60	34	30	1	41
19	32	39	4	143
55	16	9	3	184
96	3	12	3	29
95	30	15	3	111
72	17	27	4	134
106	36	17	3	64
23	7	15	3	66
39	30	32	1	153
24	37	30	1	195
46	8	5	3	138
65	29	37	3	173
81	37	22	2	72
54	25	23	2	177
101	5	20	1	85
14	29	23	3	19
111	15	5	3	138
78	27	30	1	73
67	33	11	3	194
50	35	18	2	201
10	16	40	1	177
108	24	5	4	1
149	2	38	3	56
134	14	12	4	6
64	30	4	3	2
118	21	7	4	179
51	26	32	1	155
23	38	34	4	165
60	14	28	4	80
3	38	31	2	82
97	8	16	2	96
51	37	18	4	147
138	35	6	2	126
48	27	4	3	15
82	9	27	1	134
71	10	20	3	12
119	34	40	2	194
15	6	24	2	185
142	15	38	1	168
98	28	13	1	185
20	30	18	2	125
89	30	40	2	27
47	20	29	3	178
136	38	19	4	51
103	20	28	1	20
98	9	39	1	163
106	34	3	3	122
142	34	13	1	93
150	13	13	4	3
33	26	27	3	149
148	6	9	1	204
5	22	6	1	184
139	7	18	3	200
97	38	2	4	57
53	18	18	2	7
7	9	11	2	48
149	20	29	4	7
58	6	39	1	37
135	27	37	3	85
58	12	11	2	141
95	12	19	4	27
132	16	1	2	142
69	13	6	2	117
132	38	39	4	45
33	14	28	4	177
12	22	27	2	66
41	16	18	1	181
53	15	33	1	80
76	13	20	3	187
22	14	1	2	104
144	24	2	1	65
79	6	15	3	94
142	32	31	4	150
71	13	35	2	109
12	17	32	2	205
109	1	4	2	138
23	20	6	2	10
71	17	29	2	191
80	11	38	3	8
145	12	25	1	204
29	30	24	1	189
149	37	15	1	158
124	27	9	2	103
110	33	5	4	122
46	25	11	2	3
133	25	3	2	152
124	33	37	1	183
99	13	21	4	161
1	6	14	2	25
100	16	39	3	120
132	35	38	3	22
39	14	29	2	172
94	22	33	2	160
99	27	8	4	33
122	18	20	3	183
14	30	12	1	73
41	15	33	3	50
107	8	18	1	9
93	34	41	3	171
41	11	6	4	118
111	2	3	2	132
84	38	14	1	55
106	7	41	1	37
95	21	35	4	147
23	14	41	1	80
119	27	34	2	173
70	37	20	4	88
27	31	41	2	163
73	28	34	2	152
4	4	30	1	54
39	33	4	3	182
68	14	6	3	92
51	8	4	4	168
115	26	1	3	21
135	13	13	4	186
31	28	28	3	119
47	15	1	3	142
128	10	25	1	45
104	24	37	1	79
92	19	40	1	123
84	36	18	2	34
107	1	27	2	164
6	8	5	3	49
34	38	39	3	29
8	1	19	2	137
131	16	11	4	156
61	31	4	2	167
128	2	4	2	184
131	21	29	2	45
76	15	17	1	204
67	14	30	4	160
73	20	3	3	131
81	24	39	1	96
125	31	24	2	173
72	20	10	3	158
13	24	25	4	118
76	22	13	3	183
33	2	6	2	186
62	23	14	4	68
151	25	21	4	70
20	6	35	3	33
143	35	24	2	66
48	9	20	2	75
5	31	11	4	132
21	6	5	2	162
7	30	35	1	143
32	18	10	1	109
129	11	22	1	172
40	9	38	3	193
72	22	20	3	102
136	17	9	4	128
75	30	7	1	30
122	29	38	3	175
30	22	37	1	136
23	27	5	3	34
68	38	1	4	60
117	6	29	3	27
49	11	8	3	185
84	5	12	1	122
66	31	37	2	102
123	35	7	4	1
21	28	9	2	5
9	27	25	2	202
7	37	5	2	56
56	19	38	2	99
126	12	2	1	36
112	24	12	4	41
128	29	8	3	170
12	15	26	1	119
13	35	39	2	104
54	32	19	2	44
21	19	38	2	56
146	26	14	2	183
53	29	18	3	42
79	23	28	2	206
11	37	17	2	66
132	8	1	4	3
34	6	13	1	45
30	32	6	2	84
56	35	1	2	23
29	10	11	4	23
25	15	23	3	60
128	2	4	2	187
51	25	23	1	138
60	6	32	1	61
102	35	28	3	176
9	19	8	2	15
145	8	18	3	7
60	19	28	1	33
85	5	13	2	148
119	34	37	3	105
79	34	28	4	204
91	1	4	2	192
33	15	2	4	19
127	12	9	1	172
104	10	24	3	67
52	10	24	4	43
56	29	32	1	202
112	4	27	2	190
79	6	27	1	8
61	17	36	4	118
86	32	9	2	65
145	15	6	1	10
23	15	17	1	60
96	12	7	1	177
41	24	36	2	46
75	23	8	3	163
59	28	39	1	67
3	23	16	4	34
37	31	19	2	136
107	38	24	1	36
59	11	21	3	11
121	12	20	3	149
88	14	36	1	82
130	32	15	1	101
15	36	20	1	98
70	25	19	4	138
114	11	6	2	83
23	13	25	1	29
13	26	41	2	113
20	5	28	1	90
149	30	40	1	155
84	20	19	4	177
89	32	2	1	9
61	18	40	1	33
147	9	30	4	161
94	22	34	2	91
104	3	37	4	132
129	26	27	3	154
150	5	2	4	190
75	13	36	3	29
26	12	27	2	58
21	25	30	1	19
33	3	4	1	65
37	12	39	2	118
136	19	6	2	48
124	23	7	1	126
130	27	26	1	127
125	27	30	4	52
2	34	30	3	70
42	15	32	4	77
122	14	25	1	89
74	37	9	1	146
89	31	8	2	150
66	30	38	3	133
81	3	27	4	148
110	37	16	1	177
132	33	18	3	150
44	24	37	2	79
106	10	3	4	165
32	24	25	4	163
49	28	26	2	38
23	4	29	1	24
43	26	24	1	164
42	36	9	1	173
85	15	18	3	165
113	14	21	4	180
48	7	32	2	172
47	32	25	4	45
19	13	24	1	150
6	17	21	4	100
123	33	26	1	10
101	31	20	4	19
39	21	8	1	18
13	1	1	3	161
73	23	1	4	53
62	14	30	1	129
137	19	41	1	163
57	27	17	1	66
86	17	28	2	192
93	28	28	1	113
82	13	20	3	77
150	24	14	1	140
125	31	22	4	129
61	21	41	4	123
14	16	41	4	152
99	24	37	3	90
46	21	7	1	207
38	5	20	2	16
36	37	28	3	195
61	26	27	1	165
69	35	33	2	3
58	2	11	1	72
57	17	23	4	147
34	26	8	4	37
59	12	3	4	160
140	13	37	2	181
67	10	17	2	151
81	14	23	1	144
39	16	39	4	207
21	5	34	3	36
41	22	41	1	127
127	16	33	2	156
48	19	2	3	170
66	38	35	1	27
147	30	18	1	93
107	12	6	1	130
32	7	2	1	153
132	30	14	3	115
89	6	25	4	136
62	6	15	1	85
134	36	10	3	207
128	38	40	3	193
49	22	40	2	186
79	5	12	1	141
13	35	35	2	202
14	18	11	4	26
86	34	24	4	161
78	26	15	3	65
123	12	34	3	192
83	16	34	2	98
132	31	10	4	2
111	6	5	1	203
93	12	36	4	182
38	37	4	1	184
141	33	39	3	16
75	28	14	4	66
92	19	31	3	98
31	12	16	3	29
32	7	27	2	144
106	23	25	3	129
87	20	24	1	68
2	35	17	2	28
125	23	1	3	22
138	9	21	3	140
52	18	39	2	67
152	13	24	4	77
107	25	32	4	187
104	23	36	2	202
97	7	21	3	146
43	9	5	4	171
76	1	19	3	166
61	13	32	3	183
148	23	25	2	131
55	31	13	4	139
55	17	22	1	207
73	27	24	4	88
109	5	16	3	40
124	18	9	4	69
87	11	23	2	151
99	37	24	4	142
123	32	5	2	45
152	32	2	3	52
50	4	5	1	132
80	7	19	1	47
86	34	6	1	186
63	11	40	2	200
123	4	23	3	51
27	15	2	3	152
35	25	33	1	91
46	24	37	4	14
81	6	33	2	115
100	1	35	2	3
110	13	23	3	54
24	20	25	2	181
73	2	30	2	162
145	25	38	2	125
25	22	12	1	17
95	6	16	4	93
73	3	3	1	93
60	24	27	1	39
150	12	40	4	182
5	27	36	3	131
98	24	25	2	192
61	29	15	2	48
83	4	19	1	135
42	31	5	2	19
59	6	2	2	43
52	37	14	1	58
150	9	20	3	185
29	37	30	1	130
111	30	8	1	48
107	6	15	2	124
130	25	31	1	189
107	34	6	1	192
40	21	11	1	152
114	17	16	4	36
140	16	7	3	4
68	25	35	4	117
137	31	33	2	128
134	7	5	2	104
41	31	37	3	164
29	7	38	2	175
80	21	30	1	193
123	22	8	1	49
125	19	7	4	196
60	29	24	2	183
87	25	6	4	93
115	4	24	3	153
116	16	13	3	31
140	23	41	2	67
141	7	41	2	165
147	7	4	2	76
44	36	34	4	17
1	15	14	3	41
91	2	29	4	190
83	10	22	2	158
145	4	14	3	141
19	29	3	1	132
92	12	29	2	97
141	30	9	2	100
115	7	3	4	22
108	23	27	2	70
134	37	15	3	70
108	15	13	4	90
41	38	17	3	149
32	38	21	2	150
23	26	17	1	207
118	31	19	4	115
136	27	17	2	57
6	7	8	3	51
151	7	15	4	51
49	10	40	1	195
146	15	31	2	194
85	2	30	1	118
89	28	9	1	128
34	5	23	2	77
12	29	35	1	181
93	23	12	4	64
58	14	4	4	18
49	21	13	4	109
30	28	4	4	1
19	16	3	3	64
53	14	35	2	149
69	25	17	2	17
128	8	26	4	6
39	25	23	4	8
6	13	29	2	53
95	28	33	3	153
82	16	16	1	102
7	20	1	2	70
136	5	4	4	96
125	19	36	3	88
101	25	13	2	159
63	11	16	2	158
48	9	20	3	145
140	7	23	1	83
78	32	33	3	16
128	23	27	2	135
52	15	16	2	45
67	15	17	3	15
8	21	10	2	21
32	23	27	1	38
126	29	10	1	166
135	36	18	1	125
110	33	15	4	12
114	16	7	2	179
57	11	20	2	111
62	1	13	4	169
126	14	28	3	187
5	28	4	2	159
69	28	36	4	61
47	32	8	2	22
119	17	13	1	110
146	29	34	3	179
4	2	18	2	203
55	37	8	2	57
85	21	15	3	116
103	2	39	2	33
142	2	9	1	16
76	36	24	1	31
150	37	27	3	41
22	38	24	3	148
60	23	39	4	3
89	21	1	1	66
145	2	6	1	49
34	37	15	1	1
40	31	12	4	39
72	17	24	2	15
120	9	30	4	53
82	30	18	4	49
35	35	12	2	67
82	36	6	1	175
2	7	12	4	34
96	20	21	4	107
67	11	27	1	195
5	26	18	3	78
99	15	2	1	108
144	31	36	4	156
102	24	23	2	81
127	12	7	4	3
97	33	19	3	174
90	27	31	4	51
100	14	38	3	202
5	3	38	2	197
45	25	19	2	153
92	17	4	1	41
55	38	14	4	80
7	32	22	2	94
70	15	7	4	108
30	3	25	1	161
