width	height	diameter	season	manufacturer
81	21	13	4	118
101	6	10	2	36
134	22	4	4	159
73	37	5	1	115
50	41	24	4	71
95	29	23	3	87
116	28	1	4	114
108	33	16	3	200
46	24	2	3	39
80	13	41	2	126
86	26	38	1	127
106	37	11	4	92
100	40	26	1	181
97	35	31	3	175
86	28	28	4	48
86	38	38	2	70
72	6	15	2	124
132	11	25	1	155
111	21	18	2	92
102	31	25	2	125
141	26	22	2	31
50	7	18	4	45
33	39	3	3	64
129	18	22	2	182
2	16	36	4	41
110	40	18	4	188
27	26	23	3	142
32	17	7	1	65
3	3	33	2	95
113	41	28	1	200
21	30	12	4	24
13	30	22	1	182
67	34	30	3	68
30	13	7	3	58
83	40	35	2	133
11	28	13	3	124
4	23	6	4	144
75	13	19	3	56
116	22	25	4	179
9	38	32	3	67
149	3	8	1	97
14	33	26	1	76
123	23	14	2	148
89	36	29	4	87
72	32	15	1	188
24	14	28	2	45
27	2	6	4	58
138	41	24	3	193
53	20	20	1	115
140	37	10	4	197
49	36	9	4	42
24	4	16	3	103
21	8	32	3	153
4	2	41	1	41
11	2	4	2	23
42	27	9	2	38
95	11	6	1	12
105	11	14	2	162
22	9	32	2	170
7	30	32	2	10
123	29	5	2	108
8	27	16	2	96
57	27	40	2	28
92	39	22	4	104
150	12	21	3	83
15	35	31	4	121
138	1	17	1	54
99	19	17	1	51
70	22	31	1	20
32	35	33	1	196
74	37	10	4	165
139	1	7	3	37
137	16	38	2	181
149	6	33	1	50
122	5	12	2	111
96	37	18	4	184
67	32	40	3	193
75	23	6	1	139
132	39	40	2	106
11	30	33	2	19
30	33	28	1	63
131	30	19	2	62
73	40	8	3	184
99	18	40	4	169
111	19	23	3	129
32	11	19	1	180
5	32	16	1	83
22	33	38	1	123
85	18	1	4	145
143	39	1	4	70
71	30	32	1	46
68	23	35	4	120
13	19	2	4	18
3	35	18	4	171
79	6	29	2	29
116	35	6	3	93
20	23	17	2	92
37	37	36	2	162
26	10	34	1	140
53	12	2	4	45
2	25	41	2	142
81	27	7	1	181
150	21	28	1	70
124	19	28	2	74
87	12	27	1	128
63	34	26	1	137
20	22	39	2	3
104	4	25	2	198
141	24	10	1	3
20	17	30	2	187
3	25	20	3	121
131	11	1	4	160
121	5	1	4	48
40	17	31	3	79
30	19	11	2	134
133	4	40	1	141
4	34	9	2	21
107	27	30	3	134
64	25	14	2	13
59	15	5	1	93
69	31	26	1	92
83	1	8	3	177
105	39	12	4	36
100	8	27	3	33
31	27	38	1	57
134	9	9	2	181
54	24	39	4	45
127	39	41	2	95
44	35	6	4	108
124	19	15	1	134
148	36	39	2	58
34	16	1	4	115
13	27	2	3	151
72	41	8	1	11
120	6	39	3	29
98	3	26	2	166
60	10	29	1	128
98	13	39	2	190
94	41	39	1	80
50	33	16	1	205
71	29	19	1	179
141	29	17	4	147
24	24	36	1	118
85	14	17	3	82
25	24	8	3	83
12	3	36	1	185
93	21	24	4	149
66	12	17	2	89
84	31	27	4	134
147	39	15	1	170
80	38	35	1	192
82	41	7	4	98
144	41	34	4	131
70	40	35	4	170
22	2	40	3	93
48	9	30	3	121
28	31	23	1	81
43	35	17	1	72
105	35	15	2	81
95	33	27	2	117
62	27	36	2	197
6	38	38	3	32
135	11	7	4	157
103	20	2	2	187
77	14	32	2	196
29	14	18	3	47
44	21	31	1	70
28	19	17	1	70
43	33	15	2	128
131	2	14	2	107
147	27	34	3	32
34	28	4	2	152
8	25	4	4	39
34	8	6	4	149
55	10	26	4	166
13	23	24	2	187
38	26	34	3	162
52	22	37	2	198
70	34	15	1	178
27	17	13	4	6
53	33	5	2	46
85	9	25	4	39
110	37	28	4	145
76	15	10	1	205
128	13	34	3	75
51	24	29	3	53
150	4	26	4	77
73	32	27	3	168
108	2	15	1	24
2	37	38	4	36
13	3	13	3	73
113	26	18	4	101
82	2	32	1	185
122	20	17	3	83
116	22	7	4	39
34	26	1	2	158
96	12	24	3	166
2	9	40	4	206
105	2	8	3	180
72	36	39	1	50
111	28	1	1	68
77	4	38	1	79
16	25	23	2	28
97	21	34	1	25
140	24	18	4	138
7	35	22	3	198
80	36	4	4	85
14	28	4	1	30
126	36	1	2	107
54	5	34	2	194
90	28	30	2	105
128	18	13	3	200
82	31	39	1	48
56	31	28	1	152
28	5	18	3	79
118	6	14	4	43
145	16	31	4	193
1	27	22	1	29
93	25	24	2	198
85	11	31	1	64
88	35	39	1	122
145	36	1	1	164
100	5	8	4	163
110	39	11	2	122
96	7	34	1	141
52	40	19	4	205
86	34	6	2	184
142	21	13	3	13
114	3	12	3	58
122	12	36	4	182
22	7	31	3	181
11	18	9	1	55
9	30	35	1	94
26	27	7	1	182
114	1	30	3	203
151	7	25	1	61
56	8	2	2	76
135	15	20	3	52
9	25	32	1	140
74	5	5	3	88
139	29	4	4	180
138	27	4	1	115
38	1	20	4	126
142	23	14	3	62
150	17	39	4	3
38	41	1	1	172
73	30	16	4	194
129	41	4	3	142
135	11	2	1	173
35	22	26	1	54
144	31	24	1	147
130	22	37	4	81
65	3	32	4	92
129	31	38	3	58
11	40	40	3	102
77	28	2	1	55
34	29	25	4	133
87	9	9	1	28
46	37	36	2	72
108	33	39	1	55
114	2	13	2	147
24	41	8	4	113
140	36	39	1	82
74	36	24	1	158
91	18	41	2	202
115	24	39	4	32
126	14	13	4	39
3	7	38	2	46
84	31	29	2	63
8	24	22	1	172
133	15	30	1	78
62	3	18	4	153
136	11	33	1	72
127	12	30	4	19
132	29	22	1	182
74	21	32	1	193
29	34	25	2	150
98	20	23	1	120
41	2	35	2	184
37	3	4	4	35
27	3	19	4	7
151	30	11	2	124
148	27	3	1	182
36	4	1	1	10
4	22	12	3	84
139	31	23	4	186
126	6	15	1	89
47	7	21	4	112
149	1	8	2	103
73	8	36	1	88
7	7	24	1	98
48	19	8	3	140
21	4	2	4	114
52	32	37	1	59
17	39	33	2	147
46	28	2	1	30
29	21	30	1	93
134	16	34	4	173
57	17	20	4	197
44	20	27	3	195
23	9	8	2	41
115	7	3	2	170
36	6	13	3	101
122	6	24	3	46
38	19	39	3	177
98	40	4	2	144
127	31	25	2	21
63	32	12	3	206
127	26	24	4	60
34	38	6	1	129
30	33	35	4	183
22	31	26	2	82
66	19	23	1	192
22	32	18	3	44
137	25	8	3	122
95	41	33	2	165
81	19	31	2	32
87	18	19	2	38
47	41	29	3	71
94	22	15	2	93
104	22	8	3	62
47	7	19	2	49
17	19	17	1	73
85	14	8	4	143
99	9	30	4	17
122	34	30	1	116
78	40	11	3	188
46	23	3	3	16
18	21	33	1	150
34	37	17	4	72
67	26	37	4	168
37	30	30	4	56
100	10	26	2	158
133	10	26	4	187
51	24	33	4	157
87	2	14	2	170
133	33	22	3	48
140	21	24	1	73
73	22	30	4	191
127	16	1	4	187
17	28	25	3	93
85	37	2	4	142
145	35	18	2	64
73	15	23	4	199
121	14	1	4	47
131	11	12	3	37
11	31	9	4	30
149	24	32	4	186
136	34	16	4	166
6	17	39	1	206
6	23	26	4	120
75	33	35	3	206
133	40	2	2	155
124	31	37	2	195
121	36	18	4	205
116	29	34	4	82
82	10	15	1	22
95	23	9	1	74
84	32	38	2	159
106	23	30	2	69
130	15	14	2	128
96	33	33	4	200
93	25	28	2	4
141	4	40	4	27
32	10	6	2	11
1	35	6	4	170
15	10	17	4	50
143	23	2	3	200
34	13	29	4	153
45	2	18	4	154
141	19	22	1	15
30	13	27	2	197
76	35	16	3	51
76	9	22	3	104
29	11	37	1	30
97	16	30	3	153
71	3	37	2	64
111	39	39	4	105
71	23	15	2	193
133	41	1	1	24
90	27	30	2	73
93	8	27	4	184
6	31	31	3	39
148	25	2	3	145
118	18	21	4	126
5	9	38	4	76
25	18	4	4	184
91	18	11	2	148
24	3	10	2	63
5	22	39	1	12
151	23	12	3	119
125	23	16	2	177
48	19	12	1	92
24	3	3	4	50
121	34	41	3	83
29	16	37	1	193
133	25	19	4	15
83	36	34	3	52
83	18	36	1	189
26	11	2	4	11
30	16	40	3	102
85	22	12	2	199
145	20	3	1	132
12	20	29	2	182
25	28	24	4	3
114	34	9	4	15
89	3	28	2	34
123	23	17	4	141
51	36	20	4	29
101	21	25	1	40
41	19	14	1	15
38	37	13	4	105
67	23	38	2	29
98	24	36	1	31
67	6	32	1	60
151	18	29	4	103
65	29	29	1	28
72	29	31	3	206
58	38	4	1	204
40	8	24	2	25
120	17	39	1	141
72	8	24	1	20
45	16	16	2	153
61	11	38	4	19
89	16	9	1	129
98	3	7	4	147
98	33	26	1	177
143	22	11	2	90
131	31	2	4	133
89	18	15	3	51
131	38	26	1	125
59	11	32	1	22
79	23	30	1	25
127	24	10	2	3
2	20	3	4	179
67	33	29	4	154
115	25	17	2	189
111	17	21	1	101
80	8	12	1	4
67	21	27	1	110
122	24	18	3	47
4	21	31	4	81
50	24	26	1	177
73	33	30	2	148
146	26	28	4	192
122	40	14	2	98
59	3	40	4	162
69	27	2	1	148
23	24	24	1	171
27	28	17	2	156
109	2	9	2	149
134	23	21	1	73
90	40	40	1	130
103	40	33	3	25
66	31	35	1	57
47	8	39	4	15
72	13	34	2	23
77	1	10	1	110
69	30	13	1	175
120	21	17	3	193
25	12	3	1	137
122	17	29	3	30
92	40	40	2	59
5	18	20	1	172
117	26	20	3	90
31	8	37	1	153
47	9	3	1	188
58	4	13	3	51
116	5	35	1	50
89	3	33	1	5
132	12	37	3	110
40	37	8	4	122
85	26	22	4	174
23	21	23	2	151
43	26	34	3	83
63	15	39	1	24
2	18	13	3	17
95	19	21	4	182
13	33	7	1	164
38	13	36	2	102
52	23	31	3	202
11	31	16	3	123
50	41	20	2	6
56	21	36	1	205
138	26	26	3	38
99	20	21	1	46
2	30	33	2	125
137	17	40	4	114
14	32	17	1	92
126	7	23	1	194
66	27	5	3	92
139	32	33	3	117
140	26	13	1	49
116	13	7	2	140
50	21	3	4	185
115	29	30	3	191
64	40	8	1	90
100	12	24	4	200
95	35	34	3	105
145	31	11	3	9
44	20	21	3	201
71	37	21	2	121
26	27	5	1	134
116	11	20	3	72
88	38	16	2	154
82	24	30	4	125
107	16	27	4	186
118	27	26	4	165
76	10	31	3	206
55	4	17	2	165
62	8	33	1	86
117	11	30	1	100
141	38	17	2	81
7	26	37	1	45
8	12	33	1	81
50	8	25	3	188
136	34	33	1	13
107	40	28	1	11
82	32	29	3	93
111	36	10	4	27
66	33	17	1	46
127	9	5	1	33
102	39	6	2	57
42	3	13	2	56
77	5	24	1	142
89	23	31	4	61
32	9	36	2	199
149	23	5	4	155
77	3	9	3	96
66	26	23	3	116
70	30	31	4	55
32	21	19	4	121
1	35	8	1	195
10	23	36	2	148
126	20	2	4	151
35	3	19	4	147
78	5	12	4	125
121	13	9	1	206
72	14	21	3	198
25	27	16	3	100
131	28	1	4	146
45	22	1	3	57
66	39	35	4	179
53	1	22	4	86
90	4	11	4	199
136	28	8	4	79
146	4	37	4	22
48	4	4	4	74
32	21	9	2	93
117	11	9	1	92
144	26	36	3	145
23	21	25	4	128
13	3	34	2	92
64	35	7	2	163
148	39	8	2	12
52	37	33	2	161
113	17	28	1	104
107	5	35	4	182
110	1	6	3	47
4	5	39	3	153
21	2	11	2	42
52	37	14	2	171
18	15	35	2	113
29	26	5	1	43
114	18	11	4	167
36	7	12	4	161
145	21	21	1	106
51	12	40	3	162
66	28	32	2	103
83	33	33	3	84
121	3	13	4	106
128	15	11	1	39
94	20	37	1	37
69	5	35	4	81
33	5	12	3	81
132	6	4	1	78
40	39	4	1	43
49	1	39	2	73
32	30	18	2	134
149	40	37	4	151
121	11	24	4	19
1	34	16	1	118
29	33	20	1	63
60	36	35	4	133
108	16	37	3	186
87	33	1	2	35
36	1	1	1	198
48	25	9	1	51
34	20	33	3	192
43	4	18	3	132
104	7	33	2	180
118	3	40	3	44
29	15	11	4	38
70	19	14	4	164
137	28	13	1	164
11	4	33	2	63
127	34	22	3	55
93	13	30	2	63
70	36	30	4	94
54	36	20	4	143
102	38	6	2	21
143	28	33	2	21
37	8	26	1	187
63	31	6	3	179
19	27	12	1	34
22	12	1	2	205
24	17	30	1	29
123	37	5	1	55
1	23	11	1	12
70	33	41	1	45
76	6	4	1	128
98	4	13	2	92
63	17	28	4	49
145	2	33	4	117
64	40	2	4	15
107	24	8	4	184
137	12	33	1	132
120	20	1	1	161
109	13	14	1	177
61	39	11	4	108
134	6	41	3	161
116	18	38	3	30
5	36	4	3	19
134	14	19	1	175
23	20	1	1	64
142	40	32	1	188
6	9	33	4	85
89	11	10	3	110
63	32	15	1	84
113	41	7	4	20
82	17	8	2	95
21	2	6	2	144
2	4	37	1	46
18	33	5	1	117
93	6	20	2	125
65	40	19	3	4
8	30	5	1	158
53	41	40	3	76
74	23	30	2	150
95	34	36	3	125
56	22	33	1	74
38	28	22	1	21
151	16	33	1	150
143	14	1	2	111
48	9	35	3	180
35	6	39	4	115
126	8	32	4	47
31	10	34	4	120
110	40	29	2	133
74	14	28	1	190
34	22	20	1	53
111	9	18	4	14
100	31	27	4	141
126	8	35	3	35
103	20	31	4	31
65	20	3	4	86
114	37	28	1	44
112	20	27	2	22
52	19	16	2	84
71	4	24	3	198
97	16	2	2	107
24	37	39	3	160
39	6	31	4	41
78	3	17	2	106
56	7	1	3	2
102	15	8	3	79
34	27	20	2	126
103	6	11	4	89
38	23	35	1	60
84	36	8	4	92
42	38	29	4	197
12	13	25	4	137
78	40	28	4	140
141	39	30	4	73
124	2	12	3	19
18	12	9	1	68
145	20	30	1	83
150	39	32	4	163
20	11	23	4	81
72	36	13	4	175
73	22	11	1	134
87	11	36	2	74
150	27	16	4	84
30	32	3	3	148
17	9	18	2	152
80	2	29	1	165
150	34	29	3	118
55	39	26	3	73
3	28	9	3	101
74	15	12	4	66
47	19	41	1	11
32	9	13	2	94
87	20	37	3	63
58	8	15	3	120
95	12	16	3	50
6	11	8	1	45
142	9	41	3	30
20	21	16	3	56
127	7	20	3	46
55	25	6	3	48
116	31	33	4	164
48	8	10	3	23
150	22	22	3	99
38	3	16	3	118
124	39	35	2	159
80	8	29	4	119
122	39	21	2	100
85	17	20	3	182
104	40	20	2	167
94	33	2	1	204
52	8	14	4	50
132	25	40	4	186
108	15	32	3	74
55	14	2	2	12
16	16	9	4	91
114	32	39	2	6
36	27	40	2	139
72	18	27	4	74
71	21	13	2	127
22	25	5	2	21
26	6	15	4	76
5	31	10	1	185
114	36	18	4	125
64	7	26	3	17
23	8	22	4	66
92	40	2	2	33
22	16	12	1	58
133	6	1	3	116
143	32	2	1	81
7	3	10	4	78
31	7	18	4	124
62	40	14	3	39
16	5	7	3	5
84	3	36	2	90
88	21	16	2	199
66	28	6	1	198
89	27	38	2	77
5	28	9	1	184
17	27	9	4	5
21	20	6	1	121
65	26	35	1	102
97	11	5	1	77
42	15	1	4	109
36	20	7	4	99
135	37	24	2	93
132	33	21	1	98
75	36	11	4	205
73	39	21	1	91
39	31	29	3	152
141	34	29	1	178
96	32	29	3	90
120	35	36	2	148
58	3	7	2	195
80	36	39	3	108
3	9	23	2	38
50	14	10	3	23
118	18	7	3	83
108	5	41	3	25
34	12	19	2	25
144	30	18	3	40
118	10	41	2	56
38	4	22	2	78
14	31	14	1	85
1	24	5	2	174
16	21	41	3	66
47	20	30	4	27
149	35	30	4	30
95	5	24	4	141
115	30	16	1	112
79	13	1	3	14
76	28	32	2	201
57	27	21	4	176
104	41	24	2	182
108	4	17	1	100
100	33	28	3	70
74	14	27	4	31
93	31	34	1	206
10	24	23	3	123
43	40	27	1	190
101	15	38	1	180
86	39	29	3	7
55	23	39	3	29
68	12	20	2	168
45	38	20	1	88
10	21	21	2	37
138	9	11	2	157
94	14	19	3	91
130	25	7	4	40
13	36	38	2	45
26	28	10	4	68
13	13	35	1	84
76	39	33	1	174
24	6	37	2	112
130	25	19	4	111
74	40	19	4	179
20	24	27	2	107
97	2	8	4	137
135	29	2	2	92
99	34	30	2	36
99	35	34	2	64
78	6	16	4	119
107	1	2	2	79
9	18	7	2	203
21	20	15	4	132
145	37	27	3	187
83	26	34	1	132
86	36	26	1	188
94	31	9	4	57
150	26	36	3	94
7	9	27	2	30
70	26	36	3	86
60	30	32	3	38
8	28	36	1	165
74	18	22	3	83
43	35	28	4	86
23	4	20	4	177
34	33	27	3	194
53	36	35	4	88
57	39	11	4	21
63	40	29	2	200
38	27	26	1	80
61	31	25	3	82
112	17	30	3	60
109	13	6	1	48
52	5	1	1	90
3	16	32	1	93
114	11	19	3	137
21	18	37	4	165
23	37	35	2	57
150	2	33	3	194
12	10	32	2	45
122	32	20	1	14
39	16	37	1	27
97	10	13	4	172
28	22	19	1	161
78	11	29	2	90
117	1	27	3	27
119	2	21	1	193
66	28	17	3	105
107	19	19	4	80
12	31	18	4	154
11	29	15	2	176
144	31	9	3	192
127	8	8	3	94
2	13	38	1	156
130	9	26	2	148
127	23	31	3	167
69	6	5	1	167
22	14	14	4	32
143	35	40	1	18
63	19	40	3	175
7	26	40	2	55
103	3	15	1	15
45	5	34	3	184
77	2	25	1	89
69	32	41	2	198
137	22	32	2	7
6	25	20	4	178
108	32	12	1	190
25	2	18	3	103
70	19	1	3	186
87	27	4	4	102
55	7	26	2	192
112	25	26	3	19
84	10	29	2	174
25	32	7	4	53
108	13	8	3	197
39	26	21	3	105
132	8	7	4	70
94	20	40	3	36
140	3	3	1	46
144	7	6	4	34
109	17	8	4	140
123	18	16	1	92
92	22	26	2	181
8	39	32	2	181
60	33	27	4	109
148	27	13	3	66
79	33	9	3	165
69	1	37	3	187
151	36	25	1	92
19	7	1	2	22
20	21	34	3	182
132	21	4	4	10
38	12	2	4	119
53	30	6	2	36
3	30	26	4	19
104	35	4	3	172
114	25	23	2	151
18	28	2	2	201
114	26	34	1	98
74	6	4	2	40
123	23	14	4	50
67	23	17	1	33
33	2	39	3	19
31	12	8	4	144
128	30	32	2	109
22	19	2	3	147
77	13	4	4	161
49	24	28	1	114
107	10	31	4	8
112	2	41	1	90
99	26	24	2	59
4	40	19	1	98
18	27	37	4	97
117	39	2	1	2
22	40	31	3	78
119	33	12	4	54
111	5	31	4	65
144	12	36	4	186
45	6	3	1	125
85	30	26	3	78
10	4	21	2	84
137	22	12	4	108
151	14	37	4	83
14	35	4	2	151
2	2	13	3	197
59	26	11	3	173
129	12	15	1	95
27	33	12	2	189
104	25	9	1	200
3	36	19	1	196
139	19	38	1	71
89	33	3	1	18
119	16	39	1	93
85	38	20	3	18
115	14	2	2	181
44	19	22	1	93
9	23	21	4	51
62	41	39	2	102
61	40	4	4	90
39	25	20	1	146
38	12	27	2	15
115	28	17	3	184
33	8	8	1	165
83	6	32	2	61
6	39	18	4	143
53	24	6	3	168
57	9	33	1	15
137	16	35	4	137
121	7	41	3	62
142	16	31	3	40
49	12	7	3	159
12	34	23	4	72
23	26	19	2	58
98	19	30	3	121
123	27	19	1	7
106	16	9	3	76
19	10	23	2	6
113	39	26	4	16
55	28	24	4	134
40	11	23	2	194
71	6	8	2	139
134	22	9	3	201
120	12	31	4	162
115	6	24	2	185
17	8	18	1	139
86	4	35	1	130
72	29	34	2	189
6	38	3	2	203
71	22	3	3	151
10	3	4	3	49
8	20	7	3	203
110	35	22	1	144
98	12	11	1	130
77	32	6	3	80
8	16	35	3	125
150	20	39	3	93
141	1	17	4	28
103	35	15	4	110
100	22	21	3	44
20	35	18	2	73
128	40	21	1	144
3	32	25	2	73
60	13	8	4	22
43	6	38	3	103
42	27	31	4	64
100	13	14	3	188
60	22	19	2	3
136	41	4	4	33
45	7	19	4	191
112	19	29	3	29
70	28	29	3	85
79	15	31	1	31
137	11	11	2	71
55	35	1	2	164
121	12	41	2	201
69	14	33	4	72
122	18	26	1	133
68	19	10	2	67
37	15	39	4	101
145	35	20	1	35
109	14	36	3	32
139	5	39	4	137
23	2	17	2	170
40	41	35	2	150
72	4	34	3	162
10	1	32	3	187
30	35	6	3	52
69	26	4	2	122
85	35	20	4	99
127	40	31	4	163
28	4	26	2	98
79	11	8	2	185
34	36	26	3	142
53	33	32	1	108
150	11	15	1	57
105	11	2	1	7
78	1	34	1	14
20	6	40	2	168
61	34	27	4	12
52	18	37	1	73
71	3	12	2	75
111	2	22	4	140
19	20	2	1	176
124	2	9	3	137
61	29	23	1	46
99	17	8	2	109
103	38	37	4	41
44	36	16	1	116
36	11	7	1	118
37	24	28	1	178
12	34	9	3	33
25	14	27	4	13
122	29	27	3	55
21	5	11	4	89
148	41	1	3	106
121	8	33	4	95
76	36	32	3	70
74	41	5	4	166
145	13	6	1	196
78	6	6	3	79
33	7	22	4	72
66	11	31	4	173
16	27	6	2	101
105	28	38	1	31
101	6	21	3	188
48	40	21	2	88
62	20	36	1	183
81	28	26	3	48
90	25	37	1	81
90	39	25	3	86
62	13	30	1	166
9	23	30	2	205
58	25	5	2	187
150	5	13	2	71
139	14	16	2	61
7	39	11	1	34
105	20	38	2	109
58	9	17	1	168
49	4	37	1	199
128	12	14	2	149
40	39	38	4	8
30	37	32	3	204
132	13	39	3	146
143	7	24	2	91
66	2	4	2	32
33	36	20	2	44
80	17	33	3	151
86	17	12	2	120
142	9	30	1	179
18	23	19	4	40
34	12	24	2	198
45	17	9	3	200
84	31	24	4	101
131	29	36	4	79
5	32	12	1	196
58	15	34	2	42
70	9	39	3	32
10	16	26	1	50
137	38	12	3	54
137	4	11	4	32
91	4	29	4	72
89	17	4	3	75
104	21	41	2	192
54	19	17	3	197
147	31	5	1	88
134	27	33	2	170
133	11	40	3	69
117	13	32	1	175
32	24	35	2	88
25	20	26	4	97
38	33	27	3	133
88	25	1	4	2
78	5	40	3	183
93	20	15	1	191
69	26	30	4	60
74	5	27	1	178
91	8	30	4	13
135	7	18	1	50
95	8	41	4	147
146	40	23	2	57
96	33	20	2	39
17	9	13	4	54
7	32	30	3	101
21	25	23	1	41
31	9	20	4	205
88	2	12	4	112
63	4	41	4	32
6	1	23	1	53
137	6	15	4	203
51	18	23	4	139
105	33	2	3	195
12	28	24	1	4
129	33	3	2	29
66	16	20	1	79
48	37	28	3	40
125	5	30	2	174
70	13	25	2	98
32	25	40	3	83
16	14	37	2	30
87	39	36	1	99
109	22	7	1	122
120	1	8	3	4
54	41	16	2	159
17	31	15	3	50
29	14	38	2	152
65	17	12	2	71
97	11	24	1	121
127	39	11	2	28
141	25	40	2	46
29	34	12	3	36
61	12	13	4	131
132	7	24	1	151
88	10	14	3	182
52	7	29	2	143
118	39	21	2	123
43	13	26	1	130
138	12	32	4	151
80	15	37	4	201
60	37	35	4	40
37	27	36	1	104
74	5	16	4	50
18	31	32	1	86
101	29	23	4	57
97	28	20	3	128
67	11	22	2	201
95	26	15	4	25
139	36	27	1	41
27	34	6	3	172
103	27	13	4	155
53	40	1	2	133
149	18	27	1	101
77	15	20	4	131
32	23	16	4	149
133	40	17	4	77
115	16	20	2	20
40	19	40	4	98
53	30	8	4	153
110	18	16	1	169
75	23	24	1	60
14	28	16	4	88
54	35	18	1	51
23	21	18	4	148
49	1	24	1	137
127	3	39	1	30
88	28	14	4	148
15	13	2	3	142
23	16	25	1	204
53	34	29	3	98
72	13	22	4	153
51	22	22	3	203
60	36	6	4	59
127	29	1	3	125
86	3	13	2	193
81	23	21	2	17
73	25	14	3	69
68	27	24	1	106
49	1	26	2	18
87	6	15	2	174
127	34	2	3	37
51	22	31	1	132
127	19	24	2	109
111	1	17	4	162
33	24	5	3	194
35	40	10	3	2
150	1	32	2	109
132	12	31	3	200
14	37	6	4	173
12	19	13	1	178
28	12	27	2	129
147	1	25	2	34
22	9	23	1	12
43	29	9	2	171
130	14	24	1	171
134	23	35	2	113
64	35	22	1	105
64	10	40	3	149
141	12	19	4	166
27	29	14	3	93
74	5	22	2	108
79	28	38	1	179
11	5	28	4	155
69	14	32	3	52
21	28	2	2	8
26	22	38	4	158
62	23	29	3	88
16	29	9	1	197
79	20	24	2	163
15	20	18	1	90
104	10	15	4	134
93	10	28	1	41
71	5	32	3	65
33	24	18	3	86
86	41	12	1	179
100	32	15	2	1
61	35	32	1	73
2	14	7	4	186
37	29	26	4	138
132	28	15	4	147
126	30	33	3	30
4	15	38	2	46
144	26	3	2	114
151	3	39	3	110
107	19	27	1	32
19	12	11	2	33
46	41	8	4	146
25	37	29	3	169
87	29	12	2	70
70	5	3	2	23
17	8	20	4	183
38	26	38	3	17
56	31	4	3	32
58	1	12	3	21
60	24	39	4	97
60	13	29	3	175
75	17	21	3	162
140	40	3	4	146
136	15	34	1	153
96	1	9	2	51
31	25	4	2	183
137	9	24	4	113
32	40	34	1	56
17	35	23	4	85
6	19	14	1	160
132	4	26	4	170
36	6	27	1	14
14	14	19	4	8
42	41	18	4	53
70	6	40	2	95
142	18	29	3	74
76	22	39	1	138
146	10	10	2	46
128	28	5	4	30
93	31	15	4	44
140	36	2	3	7
11	41	22	1	47
106	9	39	4	112
149	39	17	3	113
83	39	9	1	67
12	17	23	1	172
68	40	20	4	115
58	34	18	2	28
116	35	36	2	184
14	39	40	2	54
134	34	29	2	67
81	9	1	4	109
140	6	23	2	3
110	1	19	1	23
73	17	27	4	120
105	24	22	1	30
1	5	27	4	203
102	5	16	3	172
141	3	8	1	1
11	21	33	1	144
94	18	4	2	116
34	24	20	3	59
91	26	31	3	137
124	32	32	2	61
87	13	39	3	7
131	6	39	1	84
72	17	33	4	154
27	17	40	4	50
91	37	10	2	117
93	3	7	3	153
101	20	6	1	82
106	14	29	2	71
24	24	20	1	114
20	17	36	3	193
74	39	10	3	24
36	5	27	3	106
133	31	17	3	20
122	36	40	4	154
115	24	40	2	30
58	25	21	3	152
75	32	18	2	202
113	21	23	4	178
13	18	6	3	40
141	9	18	4	29
99	7	16	3	120
79	37	16	2	156
114	12	23	1	10
55	31	4	1	80
53	19	39	4	118
10	40	25	4	161
8	34	9	2	41
34	33	34	2	14
46	32	32	3	187
83	7	19	2	195
117	12	35	3	112
143	19	21	4	41
101	35	35	2	151
69	6	29	4	194
39	38	36	1	127
102	37	6	1	201
39	25	23	3	113
92	22	13	2	89
89	33	12	2	121
59	41	27	1	203
79	31	33	3	206
146	4	20	4	116
106	40	29	3	139
136	11	25	2	56
140	38	34	4	102
82	31	8	2	36
135	16	24	2	137
33	20	18	2	80
73	34	36	2	132
8	38	36	4	164
42	40	21	3	187
73	7	36	4	112
41	13	19	3	101
136	15	28	2	82
37	21	36	2	177
144	5	23	4	116
102	9	37	3	193
110	14	4	2	85
67	5	31	3	123
64	17	20	4	143
130	31	3	1	34
42	2	13	2	124
115	41	30	4	124
62	31	15	2	199
56	14	20	2	42
22	33	12	2	29
13	21	35	4	29
118	35	3	4	182
16	34	23	3	78
76	9	35	4	77
74	21	18	3	91
124	30	39	1	6
150	17	40	1	167
71	1	19	3	134
125	31	7	3	78
74	35	18	4	4
6	5	14	1	111
8	29	5	2	179
119	20	5	3	60
122	11	17	3	56
131	40	29	2	91
36	28	16	4	145
79	13	20	2	43
117	4	39	4	172
9	34	20	3	4
76	10	32	3	18
93	28	18	2	146
125	38	24	4	167
71	12	18	2	204
133	34	7	2	94
44	27	34	4	90
106	32	34	2	32
137	24	1	4	102
36	20	38	1	70
65	27	23	2	127
71	23	25	3	81
131	8	6	3	52
47	35	7	1	26
69	37	17	1	7
22	21	14	3	126
29	22	13	1	133
133	31	3	1	74
142	22	3	1	29
119	28	33	3	126
67	40	31	3	118
69	27	25	2	100
34	13	35	4	163
121	6	6	1	122
107	6	15	3	200
28	23	36	1	202
106	21	33	3	128
62	37	22	3	201
12	22	39	2	11
111	40	5	4	145
11	29	20	1	145
133	15	22	1	166
55	22	27	2	104
103	7	39	1	61
93	18	6	1	147
27	21	19	1	194
126	10	23	3	74
62	16	21	2	110
78	5	10	2	186
80	8	25	1	135
73	14	1	2	11
46	19	3	3	158
69	34	39	1	57
31	11	5	2	196
57	21	10	4	199
